brand,model,transmission,make_year,reg_year,fuel_type,engine_capacity(CC),km_driven,ownership,price,overall_cost,has_insurance,spare_key,reg_number,title
Renault,Duster 110 PS RXZ DIESEL PLUS,Manual,2015,,Diesel,1461,105373,1st owner,605000,13458,TRUE,No,KA01,2015 Renault Duster 110 PS RXZ DIESEL PLUS
Maruti,Baleno DELTA CVT PETROL 1.2,Automatic,2021,,Petrol,1197,19123,1st owner,811000,15436,TRUE,No,KA09,2021 Maruti Baleno DELTA CVT PETROL 1.2
Mahindra,XUV300 W8 (O) 1.5 DIESEL,Manual,2019,,Diesel,1497,35712,2nd owner,1032000,19651,TRUE,Yes,KA03,2019 Mahindra XUV300 W8 (O) 1.5 DIESEL
Maruti,Celerio VXI,Manual,2017,,Petrol,998,37599,1st owner,467000,9138,TRUE,No,KA21,2017 Maruti Celerio VXI
Maruti,Ciaz ZXI,Manual,2015,,Petrol,1373,97889,2nd owner,575000,11241,TRUE,No,KA51,2015 Maruti Ciaz ZXI
Hyundai,i10 MAGNA 1.1,Manual,2011,,Petrol,1086,70589,2nd owner,240000,11298,TRUE,No,KA51,2011 Hyundai i10 MAGNA 1.1
Maruti,Alto K10 VXI AMT,Automatic,2023,,Petrol,998,3136,1st owner,544000,10635,TRUE,No,KA50,2023 Maruti Alto K10 VXI AMT
Tata,Zest XTA F-TRONIC DIESEL,Automatic,2015,,Diesel,1248,79684,1st owner,452000,10054,TRUE,Yes,KA01,2015 Tata Zest XTA F-TRONIC DIESEL
Maruti,Ciaz ZXI+,Manual,2016,,Petrol,1373,34800,2nd owner,638000,12473,TRUE,No,KA04,2016 Maruti Ciaz ZXI+
Hyundai,Grand i10 ASTA (O) 1.2 KAPPA VTVT,Manual,2016,,Petrol,1197,49862,1st owner,511000,9990,TRUE,No,KA03,2016 Hyundai Grand i10 ASTA (O) 1.2 KAPPA VTVT
Hyundai,NEW SANTRO SPORTZ AMT,Automatic,2019,,Petrol,1086,52278,1st owner,514000,10058,TRUE,No,KA01,2019 Hyundai NEW SANTRO SPORTZ AMT
Honda,Amaze 1.2L I-VTEC VX,Manual,2019,,Petrol,1199,25138,1st owner,705000,13789,TRUE,No,KA03,2019 Honda Amaze 1.2L I-VTEC VX
Skoda,Rapid STYLE 1.5 TDI AT,Automatic,2017,,Diesel,1498,95524,1st owner,878000,16712,TRUE,Yes,KA05,2017 Skoda Rapid STYLE 1.5 TDI AT
Hyundai,Grand i10 SPORTZ AT 1.2 KAPPA VTVT,Automatic,2019,,Petrol,1197,73192,1st owner,593000,11588,TRUE,No,KA05,2019 Hyundai Grand i10 SPORTZ AT 1.2 KAPPA VTVT
Hyundai,Elite i20 ASTA 1.2 (O),Manual,2016,,Petrol,1197,71357,1st owner,646000,12625,TRUE,No,KA05,2016 Hyundai Elite i20 ASTA 1.2 (O)
Renault,Kwid RXT 1.0 AMT (O),Automatic,2020,,Petrol,999,38494,1st owner,477000,9329,TRUE,No,KA06,2020 Renault Kwid RXT 1.0 AMT (O)
Tata,Tiago XZA PLUS PETROL,Automatic,2023,,Petrol,1199,10526,1st owner,777000,15194,TRUE,No,KA05,2023 Tata Tiago XZA PLUS PETROL
Maruti,Baleno ZETA PETROL 1.2,Manual,2017,,Petrol,1197,48247,1st owner,639000,12496,TRUE,No,KA52,2017 Maruti Baleno ZETA PETROL 1.2
Maruti,Baleno DELTA CVT PETROL 1.2,Automatic,2017,,Petrol,1197,74601,1st owner,617000,12069,TRUE,No,KA01,2017 Maruti Baleno DELTA CVT PETROL 1.2
Tata,ALTROZ XZ PLUS I-TURBO PETROL DARK EDITION,Manual,2021,,Petrol,1199,25012,1st owner,870000,16560,TRUE,No,KA05,2021 Tata ALTROZ XZ PLUS I-TURBO PETROL DARK EDITION
Maruti,S PRESSO VXI+,Manual,2021,,Petrol,998,34267,2nd owner,439000,8592,TRUE,No,KA53,2021 Maruti S PRESSO VXI+
Honda,Amaze 1.2L I-VTEC SX,Manual,2017,,Petrol,1198,47200,1st owner,531000,10385,TRUE,No,KA05,2017 Honda Amaze 1.2L I-VTEC SX
Mahindra,XUV300 W8 (O) 1.2 PETROL AMT,Automatic,2023,,Petrol,1197,5990,1st owner,1257000,23920,TRUE,Yes,KA01,2023 Mahindra XUV300 W8 (O) 1.2 PETROL AMT
Maruti,Alto LXI O,Manual,2020,,Petrol,796,2598,1st owner,372000,7265,TRUE,No,KA51,2020 Maruti Alto LXI O
Maruti,Celerio ZXI AMT,Automatic,2016,,Petrol,998,51729,1st owner,454000,8883,TRUE,No,KA41,2016 Maruti Celerio ZXI AMT
Maruti,Wagon R 1.0 VXI,Manual,2011,,Petrol,998,34408,2nd owner,277000,13031,TRUE,Yes,KA02,2011 Maruti Wagon R 1.0 VXI
KIA,SELTOS X LINE 1.5 DIESEL AT,Automatic,2022,,Diesel,1493,43707,2nd owner,1698000,32320,TRUE,No,KA50,2022 KIA SELTOS X LINE 1.5 DIESEL AT
Maruti,Celerio VXI AMT,Automatic,2015,,Petrol,998,52643,1st owner,404000,7898,TRUE,No,KA05,2015 Maruti Celerio VXI AMT
Renault,Kwid 1.0 MARVEL IRON MAN EDITION,Manual,2018,,Petrol,999,47928,1st owner,398000,7781,TRUE,No,KA51,2018 Renault Kwid 1.0 MARVEL IRON MAN EDITION
Honda,Brio S(O) MT,Manual,2012,,Petrol,1198,143991,1st owner,269000,8935,TRUE,No,KA51,2012 Honda Brio S(O) MT
Hyundai,AURA SX PLUS 1.2 AMT CRDI,Automatic,2020,,Diesel,1186,49985,2nd owner,794000,15519,TRUE,No,KA05,2020 Hyundai AURA SX PLUS 1.2 AMT CRDI
Maruti,Ertiga VXI,Manual,2013,,Petrol,1373,51980,1st owner,588000,15493,TRUE,No,KA05,2013 Maruti Ertiga VXI
Maruti,Celerio ZXI PLUS AGS,Automatic,2021,,Petrol,998,25548,1st owner,671000,13118,TRUE,Yes,KA51,2021 Maruti Celerio ZXI PLUS AGS
Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,Manual,2017,,Petrol,1197,40780,1st owner,507000,9912,TRUE,No,KA04,2017 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT
Tata,NEXON XZA PLUS PETROL,Automatic,2020,,Petrol,1199,54681,1st owner,918000,17480,TRUE,No,KA51,2020 Tata NEXON XZA PLUS PETROL
Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,Manual,2015,,Petrol,1197,50784,1st owner,484000,9466,TRUE,No,KA41,2015 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT
Maruti,Swift VXI,Manual,2016,,Petrol,1197,92639,2nd owner,538000,10524,TRUE,No,KA19,2016 Maruti Swift VXI
Maruti,Ciaz ZETA 1.4  AT PETROL,Automatic,2018,,Petrol,1373,50334,2nd owner,697000,13626,TRUE,No,KA05,2018 Maruti Ciaz ZETA 1.4  AT PETROL
Hyundai,Eon ERA,Manual,2011,,Petrol,814,58637,1st owner,219000,10309,TRUE,No,KA19,2011 Hyundai Eon ERA
Maruti,Celerio ZXI AMT,Automatic,2021,,Petrol,,20754,1st owner,595000,11631,TRUE,No,KA09,2021 Maruti Celerio ZXI AMT
Honda,City 1.5L I-VTEC S MT,Manual,2012,,Petrol,1497,87836,2nd owner,458000,15212,TRUE,No,KA51,2012 Honda City 1.5L I-VTEC S MT
Renault,TRIBER RXT,Manual,2023,,Petrol,999,20332,1st owner,780000,15254,TRUE,No,KA20,2023 Renault TRIBER RXT
Hyundai,i10 ASTA 1.2,Manual,2013,,Petrol,1197,61285,1st owner,384000,10102,TRUE,No,KA53,2013 Hyundai i10 ASTA 1.2
Renault,Kwid CLIMBER 1.0 AMT (O),Automatic,2021,,Petrol,999,29584,1st owner,539000,10533,TRUE,No,KA04,2021 Renault Kwid CLIMBER 1.0 AMT (O)
Maruti,Wagon R 1.0 VXI,Manual,2016,,Petrol,998,30478,1st owner,397000,7758,TRUE,No,KA01,2016 Maruti Wagon R 1.0 VXI
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2015,,Petrol,1197,60972,2nd owner,421000,8238,TRUE,Yes,KA02,2015 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
Hyundai,Creta SX PLUS AT 1.6 PETROL,Automatic,2017,,Petrol,1591,40475,1st owner,1025000,19510,TRUE,Yes,KA01,2017 Hyundai Creta SX PLUS AT 1.6 PETROL
Maruti,Celerio VXI AMT (O),Automatic,2016,,Petrol,998,38929,2nd owner,480000,9386,TRUE,No,KA05,2016 Maruti Celerio VXI AMT (O)
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2019,,Petrol,1197,51615,1st owner,544000,10635,TRUE,No,KA05,2019 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
Maruti,Swift VXI,Manual,2015,,Petrol,1197,34717,1st owner,546000,10669,TRUE,No,KA04,2015 Maruti Swift VXI
Hyundai,Elite i20 MAGNA 1.2,Manual,2016,,Petrol,1197,55009,2nd owner,508000,9934,TRUE,No,KA51,2016 Hyundai Elite i20 MAGNA 1.2
Maruti,Ciaz ALPHA  AT 1.5 SHVS PETROL,Automatic,2019,,Petrol,1462,49968,1st owner,848000,16141,TRUE,No,KA51,2019 Maruti Ciaz ALPHA  AT 1.5 SHVS PETROL
Hyundai,Grand i10 SPORTZ (O) 1.2 KAPPA VTVT,Manual,2017,,Petrol,1197,34496,1st owner,491000,9599,TRUE,No,KA05,2017 Hyundai Grand i10 SPORTZ (O) 1.2 KAPPA VTVT
Hyundai,i10 SPORTZ 1.2,Manual,2013,,Petrol,1197,55303,2nd owner,323000,8506,TRUE,No,KA05,2013 Hyundai i10 SPORTZ 1.2
Hyundai,VENUE SX PLUS 1.0 TURBO DCT,Automatic,2019,,Petrol,998,21881,1st owner,964000,18349,TRUE,Yes,KA02,2019 Hyundai VENUE SX PLUS 1.0 TURBO DCT
Maruti,Celerio VXI,Manual,2016,,Petrol,998,29309,2nd owner,440000,8610,TRUE,Yes,KA53,2016 Maruti Celerio VXI
Hyundai,Grand i10 ASTA AT 1.2 KAPPA VTVT,Automatic,2015,,Petrol,1197,47369,1st owner,480000,9384,TRUE,No,KA03,2015 Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT
Hyundai,Elite i20 ASTA 1.2 (O),Manual,2016,,Petrol,1197,37075,1st owner,666000,13017,TRUE,No,WB02,2016 Hyundai Elite i20 ASTA 1.2 (O)
Maruti,S PRESSO VXI (O),Manual,2019,,Petrol,998,44848,1st owner,395000,7719,TRUE,No,KA04,2019 Maruti S PRESSO VXI (O)
Hyundai,Xcent SX 1.2,Manual,2017,,Petrol,1197,55733,1st owner,576000,11267,TRUE,No,KA51,2017 Hyundai Xcent SX 1.2
Maruti,Baleno ALPHA PETROL 1.2,Manual,2017,,Petrol,1197,57103,1st owner,663000,12957,TRUE,No,KA05,2017 Maruti Baleno ALPHA PETROL 1.2
Mahindra,XUV300 W8 (O) 1.2 PETROL AMT,Automatic,2022,,Petrol,1197,11911,1st owner,1173000,22329,TRUE,Yes,KA01,2022 Mahindra XUV300 W8 (O) 1.2 PETROL AMT
KIA,SONET GTX PLUS 1.5 AT,Automatic,2021,,Diesel,1493,27903,1st owner,1270000,24173,TRUE,No,KA03,2021 KIA SONET GTX PLUS 1.5 AT
Renault,Kwid RXT 1.0 AMT (O),Automatic,2021,,Petrol,999,14078,1st owner,512000,10011,TRUE,No,KA05,2021 Renault Kwid RXT 1.0 AMT (O)
KIA,SONET GTX PLUS 1.0 IMT,Manual,2022,,Petrol,998,11338,1st owner,1190000,22651,TRUE,No,KA50,2022 KIA SONET GTX PLUS 1.0 IMT
Maruti,S PRESSO VXI AMT,Automatic,2020,,Petrol,998,18350,2nd owner,432000,8448,TRUE,No,KA05,2020 Maruti S PRESSO VXI AMT
Toyota,Etios Liva GD,Manual,2012,,Diesel,1364,115572,3rd owner,350000,16465,TRUE,No,KA53,2012 Toyota Etios Liva GD
Tata,NEXON XZ PLUS (L),Manual,2022,,Petrol,1199,15749,1st owner,1158000,22041,TRUE,Yes,KA06,2022 Tata NEXON XZ PLUS (L)
Maruti,S PRESSO VXI+,Manual,2020,,Petrol,998,21196,1st owner,433000,8465,TRUE,No,KA03,2020 Maruti S PRESSO VXI+
Hyundai,NEW SANTRO SPORTZ MT,Manual,2019,,Petrol,1086,43255,1st owner,459000,8974,TRUE,No,KA04,2019 Hyundai NEW SANTRO SPORTZ MT
Maruti,Baleno ALPHA CVT PETROL 1.2,Automatic,2018,,Petrol,1197,24368,2nd owner,694000,13568,TRUE,No,KA53,2018 Maruti Baleno ALPHA CVT PETROL 1.2
KIA,SELTOS GTX PLUS 1.4 PETROL,Manual,2022,,Petrol,1353,23020,1st owner,1590000,30264,TRUE,No,KA51,2022 KIA SELTOS GTX PLUS 1.4 PETROL
Honda,Jazz 1.2L I-VTEC V AT,Automatic,2015,,Petrol,1199,55600,2nd owner,564000,11026,TRUE,No,KA19,2015 Honda Jazz 1.2L I-VTEC V AT
Maruti,Celerio ZXI AMT,Automatic,2018,,Petrol,998,35370,1st owner,516000,10082,TRUE,No,KA06,2018 Maruti Celerio ZXI AMT
Honda,Brio S MT,Manual,2015,,Petrol,1198,70281,2nd owner,379000,7414,TRUE,No,KA04,2015 Honda Brio S MT
Maruti,Celerio VXI AMT (O),Automatic,2016,,Petrol,998,62447,1st owner,436000,8524,TRUE,No,KA50,2016 Maruti Celerio VXI AMT (O)
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2018,,Petrol,1197,11853,1st owner,594000,11608,TRUE,Yes,KA51,2018 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
Maruti,Alto K10 VXI PLUS,Manual,2022,,Petrol,998,13847,1st owner,476000,9306,TRUE,Yes,KA05,2022 Maruti Alto K10 VXI PLUS
Mahindra,XUV300 W8 (O) 1.5 DIESEL,Manual,2021,,Diesel,1497,38811,2nd owner,1066000,20290,TRUE,No,KA17,2021 Mahindra XUV300 W8 (O) 1.5 DIESEL
Honda,City 1.5L I-VTEC V MT,Manual,2013,,Petrol,1497,103965,2nd owner,447000,11766,TRUE,No,KA53,2013 Honda City 1.5L I-VTEC V MT
KIA,SELTOS GTX (O) 1.4,Manual,2022,,Petrol,1353,8827,1st owner,1637000,31159,TRUE,No,KA05,2022 KIA SELTOS GTX (O) 1.4
Hyundai,Eon MAGNA +,Manual,2017,,Petrol,814,21454,1st owner,367000,7183,TRUE,No,KA17,2017 Hyundai Eon MAGNA +
Hyundai,Grand i10 ASTA (O) 1.2 KAPPA VTVT,Manual,2016,,Petrol,1197,74972,2nd owner,467000,9130,TRUE,No,KA53,2016 Hyundai Grand i10 ASTA (O) 1.2 KAPPA VTVT
Maruti,Wagon R 1.0 VXI AMT,Automatic,2017,,Petrol,998,84182,2nd owner,418000,8180,TRUE,No,KA04,2017 Maruti Wagon R 1.0 VXI AMT
KIA,SONET GTX PLUS 1.0 DCT,Automatic,2020,,Petrol,998,33714,2nd owner,1075000,20462,TRUE,No,KA05,2020 KIA SONET GTX PLUS 1.0 DCT
Maruti,Celerio VXI AMT (O),Automatic,2016,,Petrol,998,62383,1st owner,437000,8543,TRUE,No,KA05,2016 Maruti Celerio VXI AMT (O)
Maruti,New Wagon-R VXI 1.2 AMT,Automatic,2019,,Petrol,1197,16416,2nd owner,574000,11222,TRUE,No,KA05,2019 Maruti New Wagon-R VXI 1.2 AMT
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2018,,Petrol,1197,31709,1st owner,553000,10811,TRUE,No,KA53,2018 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
KIA,SONET GTX PLUS 1.0 IMT,Manual,2020,,Petrol,998,31141,1st owner,1064000,20252,TRUE,Yes,KA01,2020 KIA SONET GTX PLUS 1.0 IMT
Maruti,Swift ZXI AMT,Automatic,2019,,Petrol,1197,34361,2nd owner,679000,13275,TRUE,No,KA03,2019 Maruti Swift ZXI AMT
Tata,Tiago XZA PETROL,Automatic,2017,,Petrol,1199,35894,1st owner,492000,9619,TRUE,No,KA53,2017 Tata Tiago XZA PETROL
Maruti,Swift Dzire ZXI,Manual,2015,,Petrol,1197,30728,1st owner,574000,11222,TRUE,No,KA01,2015 Maruti Swift Dzire ZXI
Maruti,Alto VXI PLUS,Manual,2021,,Petrol,796,29878,2nd owner,379000,7416,TRUE,No,KA53,2021 Maruti Alto VXI PLUS
Renault,Kwid CLIMBER 1.0 AMT,Automatic,2017,,Petrol,999,16333,1st owner,409000,7997,TRUE,No,KA01,2017 Renault Kwid CLIMBER 1.0 AMT
Hyundai,NEW SANTRO MAGNA AMT,Automatic,2021,,Petrol,1086,21104,1st owner,557000,10881,TRUE,No,KA51,2021 Hyundai NEW SANTRO MAGNA AMT
Mahindra,XUV500 W7 AT,Automatic,2018,,Diesel,2179,67919,1st owner,1253000,23850,TRUE,Yes,KA03,2018 Mahindra XUV500 W7 AT
Renault,TRIBER RXT AMT,Automatic,2022,,Petrol,999,5146,1st owner,716000,13998,TRUE,Yes,KA03,2022 Renault TRIBER RXT AMT
Maruti,Celerio ZXI AMT (O),Automatic,2016,,Petrol,998,39987,2nd owner,442000,8632,TRUE,No,KA51,2016 Maruti Celerio ZXI AMT (O)
Tata,Tiago XZ PETROL,Manual,2016,,Petrol,1199,70208,2nd owner,372000,7273,TRUE,No,KA36,2016 Tata Tiago XZ PETROL
Maruti,Swift VXI,Manual,2015,,Petrol,1197,66341,2nd owner,538000,10527,TRUE,No,KA02,2015 Maruti Swift VXI
Hyundai,NEW I20 N LINE N8 1.0 TURBO GDI IMT,Manual,2021,,Petrol,998,26841,1st owner,1032000,19639,TRUE,No,KA05,2021 Hyundai NEW I20 N LINE N8 1.0 TURBO GDI IMT
Maruti,Baleno DELTA PETROL 1.2,Manual,2022,,Petrol,1197,9426,1st owner,765000,14964,TRUE,No,KA09,2022 Maruti Baleno DELTA PETROL 1.2
Hyundai,Xcent S 1.2,Manual,2014,,Petrol,1197,65685,1st owner,387000,8609,TRUE,Yes,KA03,2014 Hyundai Xcent S 1.2
Honda,City 1.5L I-VTEC VX CVT,Automatic,2015,,Petrol,1497,83630,2nd owner,599000,11711,TRUE,No,KA05,2015 Honda City 1.5L I-VTEC VX CVT
Maruti,Ritz VDI,Manual,2011,,Diesel,1248,72673,1st owner,357000,31740,TRUE,No,KA05,2011 Maruti Ritz VDI
Hyundai,Creta E PLUS 1.6 PETROL,Manual,2016,,Petrol,1591,54309,1st owner,820000,15608,TRUE,Yes,KA41,2016 Hyundai Creta E PLUS 1.6 PETROL
Tata,Zest XT PETROL,Manual,2017,,Petrol,1193,53944,1st owner,416000,8133,TRUE,No,KA06,2017 Tata Zest XT PETROL
Renault,Duster 85 PS RXS MT DIESEL,Manual,2018,,Diesel,1461,29232,1st owner,851000,16205,TRUE,No,KA01,2018 Renault Duster 85 PS RXS MT DIESEL
Mahindra,XUV500 W11 AT,Automatic,2020,,Diesel,2179,59594,1st owner,1535000,29217,TRUE,Yes,KA51,2020 Mahindra XUV500 W11 AT
Hyundai,Elite i20 ASTA 1.2 (O),Manual,2018,,Petrol,1197,81961,1st owner,657000,12844,TRUE,No,KA41,2018 Hyundai Elite i20 ASTA 1.2 (O)
KIA,CARENS LUXURY PLUS 1.4 PETROL 6 STR,Manual,2022,,Petrol,1353,20460,2nd owner,1519000,28913,TRUE,No,KA03,2022 KIA CARENS LUXURY PLUS 1.4 PETROL 6 STR
Volkswagen,TAIGUN TOPLINE 1.0 TSI MT,Manual,2022,,Petrol,999,7749,1st owner,1429000,27200,TRUE,No,KA03,2022 Volkswagen TAIGUN TOPLINE 1.0 TSI MT
Ford,Ecosport TITANIUM 1.5L DIESEL,Manual,2013,,Diesel,1498,68381,1st owner,531000,17637,TRUE,No,KA19,2013 Ford Ecosport TITANIUM 1.5L DIESEL
KIA,SELTOS GTX PLUS DCT 1.4 PETROL,Automatic,2019,,Petrol,1353,29077,1st owner,1472000,28012,TRUE,Yes,KA03,2019 KIA SELTOS GTX PLUS DCT 1.4 PETROL
KIA,CARENS LUXURY PLUS 1.4 PETROL 7 STR,Manual,2022,,Petrol,1353,20581,1st owner,1544000,29389,TRUE,No,KA34,2022 KIA CARENS LUXURY PLUS 1.4 PETROL 7 STR
Maruti,Celerio VXI AMT,Automatic,2014,,Petrol,998,44535,1st owner,372000,8270,TRUE,No,KA02,2014 Maruti Celerio VXI AMT
Maruti,Swift Dzire VXI,Manual,2012,,Petrol,1197,104807,3rd owner,348000,11548,TRUE,No,KA51,2012 Maruti Swift Dzire VXI
Maruti,Dzire VXI,Manual,2018,,Petrol,1197,19437,1st owner,646000,12629,TRUE,No,KA17,2018 Maruti Dzire VXI
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2018,,Petrol,1197,4893,1st owner,558000,10917,TRUE,No,KA19,2018 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
Tata,Tiago XT PETROL,Manual,2017,,Petrol,1199,67872,2nd owner,397000,7761,TRUE,No,KA03,2017 Tata Tiago XT PETROL
Renault,TRIBER RXT AMT,Automatic,2022,,Petrol,999,35860,1st owner,665000,13001,TRUE,No,KA51,2022 Renault TRIBER RXT AMT
Nissan,Terrano XL (P),Manual,2013,,Petrol,1598,101262,2nd owner,433000,11403,TRUE,No,KA05,2013 Nissan Terrano XL (P)
Maruti,Celerio VXI AMT,Automatic,2014,,Petrol,998,10558,1st owner,397000,8825,TRUE,No,KA05,2014 Maruti Celerio VXI AMT
Maruti,Swift VXI,Manual,2015,,Petrol,1197,74945,3rd owner,453000,8856,TRUE,No,KA04,2015 Maruti Swift VXI
Maruti,Dzire VXI AMT,Automatic,2022,,Petrol,1197,16023,1st owner,739000,14448,TRUE,Yes,KA03,2022 Maruti Dzire VXI AMT
Maruti,Alto K10 LXI,Manual,2014,,Petrol,998,63792,1st owner,263000,5841,TRUE,No,KA02,2014 Maruti Alto K10 LXI
Maruti,Swift ZXI AMT,Automatic,2019,,Petrol,1197,21955,1st owner,676000,13216,TRUE,No,KA04,2019 Maruti Swift ZXI AMT
KIA,SELTOS GTX PLUS 1.5 DIESEL AT,Automatic,2022,,Diesel,1493,28064,2nd owner,1759000,33481,TRUE,No,KA09,2022 KIA SELTOS GTX PLUS 1.5 DIESEL AT
Maruti,S PRESSO VXI PLUS (O) AMT,Automatic,2023,,Petrol,998,7370,1st owner,632000,12356,TRUE,Yes,KA05,2023 Maruti S PRESSO VXI PLUS (O) AMT
Maruti,Celerio VXI AMT,Automatic,2014,,Petrol,998,71320,1st owner,364000,8097,TRUE,No,KA01,2014 Maruti Celerio VXI AMT
Hyundai,Verna 1.6 VTVT SX (O) AT,Automatic,2018,,Petrol,1591,19936,1st owner,952000,18120,TRUE,No,KA05,2018 Hyundai Verna 1.6 VTVT SX (O) AT
KIA,SONET GTX PLUS 1.0 DCT,Automatic,2020,,Petrol,998,54309,1st owner,1076000,20481,TRUE,No,KA70,2020 KIA SONET GTX PLUS 1.0 DCT
Nissan,Terrano XL (D),Manual,2014,,Diesel,1461,96242,2nd owner,542000,14279,TRUE,No,KA14,2014 Nissan Terrano XL (D)
Hyundai,Eon ERA +,Manual,2013,,Petrol,814,46840,2nd owner,245000,6442,TRUE,No,KA03,2013 Hyundai Eon ERA +
Nissan,MAGNITE XL,Manual,2021,,Petrol,999,27578,1st owner,630000,12317,TRUE,No,KA18,2021 Nissan MAGNITE XL
Hyundai,Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT,Automatic,2018,,Petrol,1197,52442,1st owner,587000,11481,TRUE,No,KA28,2018 Hyundai Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT
Tata,NEXON XZ PLUS PETROL KAZIRANGA,Manual,2022,,Petrol,,66473,2nd owner,1180000,22460,TRUE,No,KA25,2022 Tata NEXON XZ PLUS PETROL KAZIRANGA
Tata,TIGOR XZA PLUS PETROL,Automatic,2020,,Petrol,1199,80167,1st owner,741000,14487,TRUE,No,KA13,2020 Tata TIGOR XZA PLUS PETROL
Honda,BR-V 1.5L I-VTEC V CVT,Automatic,2016,,Petrol,1497,54517,1st owner,785000,15351,TRUE,No,KA25,2016 Honda BR-V 1.5L I-VTEC V CVT
Maruti,Ertiga VXI,Manual,2017,,Petrol,1373,78030,1st owner,787000,15377,TRUE,No,KA25,2017 Maruti Ertiga VXI
Maruti,Ciaz ZXI,Manual,2014,,Petrol,1373,86694,2nd owner,511000,11370,TRUE,No,KA22,2014 Maruti Ciaz ZXI
Maruti,S PRESSO VXI PLUS AMT,Automatic,2020,,Petrol,998,40407,1st owner,475000,9278,TRUE,No,KA26,2020 Maruti S PRESSO VXI PLUS AMT
Maruti,Ritz ZDI,Manual,2015,,Diesel,1248,54109,1st owner,491000,10922,TRUE,No,KA25,2015 Maruti Ritz ZDI
Tata,ALTROZ XE PETROL,Manual,2020,,Petrol,1199,49439,1st owner,556000,10870,TRUE,No,KA63,2020 Tata ALTROZ XE PETROL
KIA,CARENS LUXURY PLUS 1.4 PETROL 7 STR,Manual,2022,,Petrol,1353,34444,1st owner,1607000,30588,TRUE,No,KA27,2022 KIA CARENS LUXURY PLUS 1.4 PETROL 7 STR
Maruti,Dzire ZXI Plus,Manual,2020,,Petrol,,38426,2nd owner,754000,14738,TRUE,No,KA25,2020 Maruti Dzire ZXI Plus
Hyundai,NEW SANTRO SPORTZ AMT,Automatic,2021,,Petrol,1086,29384,2nd owner,543000,10608,TRUE,No,KA22,2021 Hyundai NEW SANTRO SPORTZ AMT
Hyundai,VENUE SX PLUS 1.0 TURBO DCT,Automatic,2021,,Petrol,998,42031,1st owner,1037000,19738,TRUE,No,KA25,2021 Hyundai VENUE SX PLUS 1.0 TURBO DCT
Nissan,MAGNITE XV MT,Manual,2022,,Petrol,999,66387,2nd owner,743000,14526,TRUE,No,KA26,2022 Nissan MAGNITE XV MT
Hyundai,Xcent S (O) 1.2,Manual,2015,,Petrol,1197,66669,1st owner,449000,8771,TRUE,No,KA39,2015 Hyundai Xcent S (O) 1.2
Maruti,Wagon R 1.0 VXI,Manual,2013,,Petrol,998,59116,1st owner,336000,8844,TRUE,No,KA51,2013 Maruti Wagon R 1.0 VXI
Maruti,Baleno ZETA CVT PETROL 1.2,Automatic,2021,,Petrol,1197,31935,1st owner,835000,15893,TRUE,No,KA06,2021 Maruti Baleno ZETA CVT PETROL 1.2
KIA,SONET HTK PLUS 1.0 DCT,Automatic,2021,,Petrol,998,35983,1st owner,988000,18806,TRUE,No,KA09,2021 KIA SONET HTK PLUS 1.0 DCT
Maruti,Alto 800 VXI O,Manual,2016,,Petrol,796,39283,1st owner,340000,6654,TRUE,No,KA55,2016 Maruti Alto 800 VXI O
Maruti,IGNIS ZETA 1.2,Manual,2020,,Petrol,1197,27503,1st owner,614000,12004,TRUE,No,KA09,2020 Maruti IGNIS ZETA 1.2
Maruti,Alto LXI OPT CNG,Manual,2020,,CNG,796,56236,1st owner,483000,9439,TRUE,No,KA11,2020 Maruti Alto LXI OPT CNG
Tata,Tiago XT (O) PETROL,Manual,2023,,Petrol,1199,6593,1st owner,628000,12278,TRUE,No,KA09,2023 Tata Tiago XT (O) PETROL
Mahindra,Kuv100 K6 6 STR,Manual,2017,,Petrol,1198,41445,1st owner,463000,9052,TRUE,No,KA63,2017 Mahindra Kuv100 K6 6 STR
Honda,Jazz 1.2L I-VTEC VX,Manual,2019,,Petrol,1199,22789,1st owner,692000,13529,TRUE,No,KA19,2019 Honda Jazz 1.2L I-VTEC VX
Nissan,MAGNITE XL TURBO CVT,Automatic,2021,,Petrol,999,38777,1st owner,815000,15513,TRUE,Yes,KA19,2021 Nissan MAGNITE XL TURBO CVT
